customer_id,age,gender,income,region,purchase_amount,calculated_clv,clv_tier
3600,73,Male,85101.68,"Region III",3689.84,44278.08,Platinum
6212,74,Other,85721.65,NCR,3688.95,44267.40,Platinum
691,61,Male,95521.64,"Region X",3688.03,44256.36,Platinum
76,66,Male,89832.25,"Region IX",3687.90,44254.80,Platinum
9223,77,Other,88205.17,CAR,3685.53,44226.36,Platinum
2167,54,Other,58107.96,CAR,4211.75,44223.38,Platinum
5999,73,Female,80444.53,"Region IV-B",3681.98,44183.76,Platinum
5471,56,Male,50589.80,NCR,4202.79,44129.30,Platinum
3957,61,Other,72427.03,"Region I",3676.45,44117.40,Platinum
4202,71,Other,79160.15,"Region II",3674.10,44089.20,Platinum
5214,52,Male,94521.54,"Region IX",3671.90,44062.80,Platinum
1840,78,Male,51454.12,NCR,4196.36,44061.78,Platinum
9652,74,Male,85871.85,"Region XII",3671.81,44061.72,Platinum
9659,76,Male,68182.17,"Region IV-A",3670.59,44047.08,Platinum
6416,60,Male,99937.32,"Region XIII",3670.36,44044.32,Platinum
5365,64,Female,98015.85,"Region VI",3665.53,43986.36,Platinum
6698,66,Male,89981.38,"Region III",3659.73,43916.76,Platinum
6764,64,Male,64799.96,"Region VI",3658.18,43898.16,Platinum
135,55,Female,82483.88,NCR,3656.73,43880.76,Platinum
8786,65,Male,65465.12,"Region VI",3656.22,43874.64,Platinum
297,68,Other,58616.32,"Region III",4178.34,43872.57,Platinum
7941,72,Female,60631.63,"Region VI",3653.70,43844.40,Platinum
2746,60,Female,57975.52,CAR,4174.73,43834.67,Platinum
3020,63,Other,68660.70,"Region IV-A",3652.63,43831.56,Platinum
7991,72,Other,52279.01,"Region XII",4172.88,43815.24,Platinum
9487,65,Male,74807.48,BARMM,3650.96,43811.52,Platinum
4314,76,Female,73053.33,BARMM,3650.36,43804.32,Platinum
7175,52,Male,84928.61,"Region XII",3648.02,43776.24,Platinum
8247,78,Other,60245.73,"Region IX",3641.43,43697.16,Platinum
717,78,Male,79324.33,"Region IV-B",3639.57,43674.84,Platinum
1489,70,Other,82835.89,NCR,3638.11,43657.32,Platinum
7839,68,Female,81768.20,NCR,3633.97,43607.64,Platinum
2125,67,Other,85708.66,"Region VIII",3632.88,43594.56,Platinum
8489,74,Female,62119.15,"Region VI",3631.42,43577.04,Platinum
155,75,Male,86916.41,"Region XII",3630.26,43563.12,Platinum
3647,74,Male,62063.16,CAR,3630.18,43562.16,Platinum
4024,52,Male,84911.88,"Region XII",3629.19,43550.28,Platinum
4357,56,Female,54776.15,CAR,4147.55,43549.28,Platinum
4099,77,Male,88080.00,"Region XII",3628.30,43539.60,Platinum
5288,59,Female,65915.57,"Region VI",3627.15,43525.80,Platinum
5500,76,Female,54615.37,CAR,4139.86,43468.53,Platinum
3226,58,Other,93780.21,"Region IV-A",3620.58,43446.96,Platinum
5649,65,Other,98401.49,"Region IV-A",3614.18,43370.16,Platinum
9028,71,Male,84161.21,"Region XII",3613.86,43366.32,Platinum
4224,69,Female,96517.33,"Region IV-A",3611.46,43337.52,Platinum
4722,60,Other,57755.16,"Region VI",4127.05,43334.03,Platinum
3443,49,Female,55408.29,"Region IV-A",4951.46,43325.28,Platinum
3770,74,Female,80909.23,"Region IV-B",3610.01,43320.12,Platinum
1732,66,Other,70827.31,BARMM,3607.13,43285.56,Platinum
3482,62,Male,63474.85,"Region VI",3604.62,43255.44,Platinum
2683,72,Other,89592.58,"Region IX",3603.18,43238.16,Platinum
1992,46,Other,67933.29,"Region XI",4939.39,43219.66,Platinum
5543,57,Male,55864.16,"Region IX",4111.11,43166.66,Platinum
7766,58,Other,74714.49,"Region IV-B",3596.38,43156.56,Platinum
2022,71,Male,83586.34,"Region II",3594.85,43138.20,Platinum
7684,56,Male,54987.58,"Region IX",4107.49,43128.65,Platinum
9213,56,Male,55242.78,"Region IX",4107.13,43124.87,Platinum
3711,68,Other,53723.46,NCR,4106.01,43113.11,Platinum
4027,56,Other,59308.04,"Region IX",4103.90,43090.95,Platinum
9616,61,Other,72017.62,"Region VII",3590.02,43080.24,Platinum
4272,60,Male,57938.05,"Region III",4101.14,43061.97,Platinum
2377,76,Female,82350.81,"Region V",3586.84,43042.08,Platinum
5812,63,Male,97444.85,"Region X",3585.38,43024.56,Platinum
2535,61,Female,58726.11,"Region IX",4097.22,43020.81,Platinum
6275,70,Male,69078.69,"Region VII",3583.77,43005.24,Platinum
4294,50,Female,55454.47,"Region IX",4095.50,43002.75,Platinum
8021,66,Female,61059.96,CAR,3582.64,42991.68,Platinum
1273,42,Male,65087.82,"Region VII",4912.76,42986.65,Platinum
3131,52,Female,70609.70,"Region XIII",3581.11,42973.32,Platinum
1101,58,Other,74572.57,"Region XI",3580.25,42963.00,Platinum
889,56,Female,59910.55,"Region III",4090.27,42947.84,Platinum
5840,65,Female,89198.26,CAR,3576.83,42921.96,Platinum
4946,76,Other,82762.49,"Region II",3575.55,42906.60,Platinum
8323,41,Male,54526.94,"Region VI",4901.17,42885.24,Platinum
940,69,Female,82453.77,"Region VIII",3572.16,42865.92,Platinum
5338,64,Female,50972.63,"Region VIII",4081.22,42852.81,Platinum
4089,76,Male,68379.55,"Region IV-A",3567.43,42809.16,Platinum
7671,55,Other,67714.87,"Region I",3562.95,42755.40,Platinum
8425,69,Male,92081.29,"Region IX",3561.71,42740.52,Platinum
4761,76,Other,82288.37,"Region II",3560.60,42727.20,Platinum
3033,77,Male,73757.97,"Region VII",3559.61,42715.32,Platinum
7677,58,Female,74347.47,"Region VII",3558.42,42701.04,Platinum
6027,60,Male,61569.73,"Region VI",3555.76,42669.12,Platinum
9665,70,Female,50104.71,"Region V",4062.38,42654.99,Platinum
9469,65,Male,65482.84,"Region VI",3553.90,42646.80,Platinum
6285,68,Other,58778.62,"Region III",4057.64,42605.22,Platinum
5222,74,Other,95279.65,"Region XIII",3550.31,42603.72,Platinum
5067,72,Male,88862.70,CAR,3548.74,42584.88,Platinum
6982,43,Male,61041.33,"Region IV-A",4863.27,42553.61,Platinum
8086,63,Female,78307.43,BARMM,3545.34,42544.08,Platinum
3355,76,Male,82241.83,"Region VIII",3543.92,42527.04,Platinum
8563,77,Male,73461.19,"Region VII",3543.52,42522.24,Platinum
6847,51,Male,74206.34,"Region IV-B",3541.71,42500.52,Platinum
7659,57,Female,92963.30,"Region VI",3536.43,42437.16,Platinum
6376,68,Female,58529.43,"Region XII",4039.15,42411.08,Platinum
6494,78,Male,51115.89,NCR,4039.15,42411.08,Platinum
9216,74,Male,76668.34,"Region IV-B",3534.18,42410.16,Platinum
8036,54,Other,90781.91,"Region III",3533.48,42401.76,Platinum
8741,62,Other,86608.01,"Region XII",3533.47,42401.64,Platinum
6779,74,Male,66694.80,"Region IV-A",3532.21,42386.52,Platinum
360,74,Male,66630.65,"Region IV-A",3530.90,42370.80,Platinum
4278,78,Male,64843.78,CAR,3530.79,42369.48,Platinum
1133,64,Other,50608.08,"Region V",4034.44,42361.62,Platinum
2525,70,Female,64244.27,CAR,3529.73,42356.76,Platinum
6506,66,Female,57272.47,"Region XII",4031.21,42327.71,Platinum
2405,49,Male,60139.06,"Region I",4837.37,42326.99,Platinum
374,51,Male,79093.84,"Region VIII",3526.37,42316.44,Platinum
2860,70,Male,55483.12,"Region XII",4027.91,42293.06,Platinum
7257,58,Male,74831.42,"Region I",3524.03,42288.36,Platinum
6480,49,Other,64653.11,"Region VII",4832.91,42287.96,Platinum
4083,40,Female,67958.50,"Region VII",4831.46,42275.28,Platinum
5074,71,Male,50794.49,"Region II",4024.64,42258.72,Platinum
6201,61,Other,81273.82,NCR,3521.49,42257.88,Platinum
3549,46,Male,53719.04,"Region XIII",4828.91,42252.96,Platinum
3585,54,Male,72145.84,"Region VII",3519.83,42237.96,Platinum
6479,62,Other,91722.10,CAR,3518.30,42219.60,Platinum
3593,52,Female,51907.50,"Region V",4020.80,42218.40,Platinum
9260,60,Male,76071.45,"Region I",3517.58,42210.96,Platinum
4343,70,Male,59801.74,"Region IX",4018.63,42195.62,Platinum
1908,52,Male,51837.68,"Region II",4017.86,42187.53,Platinum
8332,78,Female,79194.58,"Region II",3515.39,42184.68,Platinum
4199,64,Female,69193.32,"Region I",3513.85,42166.20,Platinum
3196,73,Female,52394.22,NCR,4015.43,42162.02,Platinum
154,54,Male,71875.86,"Region I",3513.27,42159.24,Platinum
8391,59,Other,70883.49,"Region VII",3511.93,42143.16,Platinum
1483,65,Other,65462.83,CAR,3510.45,42125.40,Platinum
4248,44,Other,66507.45,"Region I",4812.55,42109.81,Platinum
1539,72,Other,75270.37,"Region VII",3506.57,42078.84,Platinum
2279,45,Other,57123.34,"Region IV-A",4805.66,42049.53,Platinum
5571,68,Male,96111.88,"Region VI",3503.91,42046.92,Platinum
2953,69,Male,77826.62,BARMM,3503.61,42043.32,Platinum
5113,68,Other,91032.08,"Region XII",3502.82,42033.84,Platinum
7853,51,Male,74670.63,"Region IV-B",3499.37,41992.44,Platinum
5272,47,Female,58756.68,"Region XIII",4792.45,41933.94,Platinum
4308,49,Female,55304.00,"Region III",4790.34,41915.48,Platinum
2933,50,Male,69110.47,"Region I",3491.75,41901.00,Platinum
188,65,Other,60892.80,"Region XII",3489.93,41879.16,Platinum
1141,44,Other,65957.49,"Region I",4782.41,41846.09,Platinum
8336,67,Other,61766.41,"Region XII",3482.91,41794.92,Platinum
5445,46,Male,62660.05,"Region IV-A",4770.15,41738.81,Platinum
6835,69,Other,63468.44,"Region VI",3476.61,41719.32,Platinum
5091,52,Male,89610.30,CAR,3473.53,41682.36,Platinum
6786,52,Other,70678.89,"Region IV-A",3473.44,41681.28,Platinum
212,71,Female,79175.29,"Region IV-B",3472.58,41670.96,Platinum
6118,76,Male,68106.41,"Region XIII",3470.47,41645.64,Platinum
9352,43,Male,51423.54,"Region XII",4754.04,41597.85,Platinum
5167,68,Male,62738.31,"Region III",3464.01,41568.12,Platinum
5058,57,Other,97634.57,"Region VI",3462.40,41548.80,Platinum
8856,45,Male,66779.44,"Region VII",4746.82,41534.68,Platinum
9017,58,Other,65207.46,"Region XIII",3461.13,41533.56,Platinum
6103,75,Male,81426.06,NCR,3460.14,41521.68,Platinum
814,74,Male,66935.04,"Region XIII",3456.88,41482.56,Platinum
9820,61,Other,91136.67,CAR,3456.12,41473.44,Platinum
5851,56,Female,91980.83,"Region XII",3454.21,41450.52,Platinum
3625,50,Male,64491.21,"Region IV-A",3453.85,41446.20,Platinum
6632,64,Other,69180.39,"Region IV-A",3450.16,41401.92,Platinum
106,50,Male,69289.28,"Region I",3449.02,41388.24,Platinum
2112,55,Male,72592.95,"Region VII",3448.68,41384.16,Platinum
2482,57,Female,78535.70,"Region XI",3446.73,41360.76,Platinum
8528,63,Other,73018.02,"Region VII",3443.80,41325.60,Platinum
870,45,Male,67113.23,"Region I",4722.67,41323.36,Platinum
2731,67,Other,61965.75,"Region VI",3440.14,41281.68,Platinum
9259,77,Other,82977.78,"Region II",3438.08,41256.96,Platinum
5216,75,Male,76707.04,"Region IV-B",3436.32,41235.84,Platinum
9558,45,Other,62052.43,"Region XIII",4709.22,41205.68,Platinum
8866,59,Other,89752.37,"Region V",3433.68,41204.16,Platinum
3195,75,Other,76654.52,"Region VII",3428.61,41143.32,Platinum
3951,68,Male,86334.78,"Region V",3426.95,41123.40,Platinum
2489,63,Female,68237.18,"Region I",3426.79,41121.48,Platinum
7086,53,Other,90146.07,"Region III",3426.21,41114.52,Platinum
8527,56,Female,77845.23,"Region II",3426.14,41113.68,Platinum
894,66,Other,99336.74,"Region IV-A",3424.35,41092.20,Platinum
9073,47,Other,58614.61,"Region IV-A",4695.60,41086.50,Platinum
8852,58,Other,93155.81,"Region IX",3421.89,41062.68,Platinum
2210,66,Male,94331.47,"Region VI",3421.62,41059.44,Platinum
4746,67,Male,62063.71,"Region XII",3421.20,41054.40,Platinum
1070,51,Other,79098.90,"Region XI",3420.52,41046.24,Platinum
119,64,Male,78611.54,"Region II",3420.25,41043.00,Platinum
9805,70,Other,73428.00,BARMM,3420.22,41042.64,Platinum
7731,58,Female,84285.39,"Region V",3418.74,41024.88,Platinum
9402,78,Female,69268.85,"Region X",3412.01,40944.12,Platinum
5712,52,Other,70638.10,"Region IV-A",3411.92,40943.04,Platinum
6535,42,Female,50744.60,"Region IX",4676.58,40920.08,Platinum
8667,51,Male,60436.69,CAR,3407.39,40888.68,Platinum
4770,68,Female,81231.62,"Region VIII",3407.04,40884.48,Platinum
4400,45,Female,52850.87,"Region IX",4669.58,40858.83,Platinum
844,51,Male,88690.54,NCR,3404.89,40858.68,Platinum
881,78,Female,74363.11,"Region VII",3403.58,40842.96,Platinum
3712,61,Other,85992.05,"Region III",3401.20,40814.40,Platinum
4217,61,Other,81491.04,NCR,3399.10,40789.20,Platinum
2936,71,Female,69367.36,"Region IV-A",3399.07,40788.84,Platinum
7520,60,Female,75751.45,BARMM,3391.37,40696.44,Platinum
4726,52,Female,75387.13,"Region I",3391.31,40695.72,Platinum
7364,68,Other,86306.43,"Region III",3390.86,40690.32,Platinum
2429,63,Female,68831.15,"Region I",3390.25,40683.00,Platinum
5093,42,Other,69391.09,"Region IV-B",4648.37,40673.24,Platinum
9060,59,Male,60748.87,"Region V",3388.77,40665.24,Platinum
7834,62,Male,63077.72,"Region VI",3386.41,40636.92,Platinum
8965,73,Other,94561.44,"Region XIII",3386.22,40634.64,Platinum
1643,43,Female,51222.31,"Region IX",4643.10,40627.13,Platinum
8711,58,Other,98289.97,"Region XIII",3384.99,40619.88,Platinum
2847,60,Other,85528.98,"Region II",3381.95,40583.40,Platinum
2013,55,Other,95879.81,"Region XIII",3381.22,40574.64,Platinum
8543,42,Other,59755.39,"Region VI",4631.75,40527.81,Platinum
6418,42,Male,50551.56,"Region III",4623.65,40456.94,Platinum
5460,77,Other,83312.66,"Region II",3369.89,40438.68,Platinum
7513,59,Female,70766.77,"Region IV-A",3359.26,40311.12,Platinum
998,64,Female,64441.01,"Region XIII",3358.12,40297.44,Platinum
9845,42,Other,64472.03,"Region I",4604.28,40287.45,Platinum
7935,41,Female,54600.47,"Region XII",4595.37,40209.49,Platinum
6490,67,Other,66535.31,"Region IX",3348.25,40179.00,Platinum
2435,64,Female,78910.43,"Region VII",3347.43,40169.16,Platinum
8150,63,Male,87352.55,"Region III",3347.01,40164.12,Platinum
7601,61,Other,99927.43,"Region VI",3345.96,40151.52,Platinum
9692,44,Female,56562.16,"Region VI",4585.00,40118.75,Platinum
2896,49,Female,50729.93,"Region V",4584.09,40110.79,Platinum
6040,54,Female,95390.05,CAR,3341.13,40093.56,Platinum
8295,74,Other,81011.38,"Region XI",3340.21,40082.52,Platinum
7755,68,Other,76392.49,"Region I",3339.74,40076.88,Platinum
6453,72,Other,79759.93,"Region II",3339.13,40069.56,Platinum
7143,66,Male,65786.31,CAR,3331.19,39974.28,Platinum
6098,48,Male,68871.84,"Region I",4565.66,39949.53,Platinum
8919,40,Male,58254.21,"Region IX",4558.99,39891.16,Platinum
3140,53,Other,65929.67,"Region VI",3323.32,39879.84,Platinum
1872,60,Female,99429.25,"Region I",3321.43,39857.16,Platinum
6572,74,Female,95006.77,CAR,3318.69,39824.28,Platinum
9980,69,Female,67648.72,"Region XIII",3316.54,39798.48,Platinum
9553,72,Male,70042.39,"Region VI",3311.97,39743.64,Platinum
3213,69,Female,96552.16,"Region IV-A",3311.78,39741.36,Platinum
2584,72,Other,69658.05,"Region X",3311.55,39738.60,Platinum
9757,50,Male,87871.64,NCR,3308.86,39706.32,Platinum
9452,70,Male,64144.84,"Region XIII",3307.62,39691.44,Platinum
285,68,Male,62639.12,"Region XII",3304.28,39651.36,Platinum
3364,43,Female,51284.39,"Region III",4526.36,39605.65,Platinum
2127,71,Male,74304.85,"Region IV-B",3300.35,39604.20,Platinum
316,70,Other,87667.83,"Region III",3299.93,39599.16,Platinum
2367,70,Male,96880.09,"Region XIII",3299.39,39592.68,Platinum
3624,76,Female,86673.44,"Region III",3298.74,39584.88,Platinum
3340,72,Female,79781.73,"Region IV-B",3297.61,39571.32,Platinum
9191,73,Female,61318.73,"Region XII",3292.15,39505.80,Platinum
603,68,Female,76366.24,"Region IV-B",3291.08,39492.96,Platinum
8120,46,Other,62642.03,"Region XIII",4511.37,39474.49,Platinum
2100,72,Female,93369.48,CAR,3289.06,39468.72,Platinum
9593,75,Other,72390.10,"Region X",3284.25,39411.00,Platinum
6807,52,Male,70228.26,"Region I",3283.31,39399.72,Platinum
3726,63,Other,77830.49,"Region XI",3282.50,39390.00,Platinum
5435,51,Female,64581.59,"Region IX",3278.66,39343.92,Platinum
5737,77,Other,64295.12,"Region III",3274.59,39295.08,Platinum
646,43,Other,64893.20,"Region X",4486.07,39253.11,Platinum
3344,66,Other,99079.24,"Region XIII",3269.69,39236.28,Platinum
9441,56,Female,72796.85,BARMM,3268.12,39217.44,Platinum
4066,75,Male,62464.80,CAR,3267.38,39208.56,Platinum
3183,42,Male,69312.48,"Region XI",4480.13,39201.14,Platinum
5031,58,Other,60036.41,"Region IX",3266.43,39197.16,Platinum
8186,58,Male,64719.81,CAR,3266.18,39194.16,Platinum
7688,55,Male,81497.99,BARMM,3264.76,39177.12,Platinum
771,40,Male,58050.81,"Region IV-A",4477.27,39176.11,Platinum
6880,50,Other,97389.11,"Region IX",3262.37,39148.44,Platinum
8953,53,Other,65980.96,"Region VI",3254.51,39054.12,Platinum
9589,46,Other,62300.02,"Region VI",4460.75,39031.56,Platinum
4264,50,Female,96912.27,"Region IV-A",3251.57,39018.84,Platinum
485,50,Male,78432.22,"Region VII",3248.35,38980.20,Platinum
6605,64,Female,69398.58,"Region I",3247.14,38965.68,Platinum
460,69,Other,67749.56,"Region X",3245.30,38943.60,Platinum
4030,55,Female,62977.30,"Region VI",3244.82,38937.84,Platinum
1389,56,Female,96371.91,"Region IX",3244.79,38937.48,Platinum
8719,62,Female,77023.40,"Region VII",3244.37,38932.44,Platinum
5887,74,Male,85269.75,"Region XI",3237.94,38855.28,Platinum
9053,49,Male,50623.18,"Region VIII",4437.62,38829.18,Platinum
6525,40,Male,53280.26,CAR,4437.46,38827.78,Platinum
8317,55,Male,72278.65,"Region I",3235.26,38823.12,Platinum
3100,70,Male,92019.01,"Region IX",3234.82,38817.84,Platinum
3901,55,Female,72361.62,"Region XIII",3232.89,38794.68,Platinum
3386,77,Female,87923.43,"Region III",3231.25,38775.00,Platinum
6214,74,Female,99594.64,"Region IV-A",3229.28,38751.36,Platinum
1424,68,Female,81545.97,BARMM,3228.28,38739.36,Platinum
8874,61,Female,66658.52,CAR,3224.09,38689.08,Platinum
4469,57,Male,68771.04,"Region IV-A",3222.28,38667.36,Platinum
77,68,Other,95306.81,"Region IX",3221.58,38658.96,Platinum
452,63,Female,87268.44,NCR,3221.04,38652.48,Platinum
9580,52,Other,84090.60,NCR,3220.21,38642.52,Platinum
5004,73,Female,60926.63,"Region XII",3217.24,38606.88,Platinum
1858,78,Other,83765.30,"Region II",3216.31,38595.72,Platinum
1885,44,Other,51768.49,"Region V",4410.04,38587.85,Platinum
6884,60,Other,66479.56,"Region IV-A",3211.19,38534.28,Platinum
2247,65,Female,69441.53,"Region VI",3211.08,38532.96,Platinum
6857,40,Other,67910.63,BARMM,4402.15,38518.81,Platinum
8353,42,Other,59916.68,"Region VI",4399.65,38496.94,Platinum
9113,67,Other,71165.41,"Region XIII",3207.12,38485.44,Platinum
7208,63,Male,97031.39,CAR,3206.06,38472.72,Platinum
3234,67,Female,94494.31,"Region III",3205.38,38464.56,Platinum
4230,58,Female,73977.61,BARMM,3201.63,38419.56,Platinum
7155,68,Male,85740.89,NCR,3201.44,38417.28,Platinum
1678,55,Female,90900.39,"Region V",3200.65,38407.80,Platinum
8102,55,Male,86524.72,"Region XII",3199.72,38396.64,Platinum
1552,44,Female,56386.88,"Region VI",4387.57,38391.24,Platinum
3007,74,Male,85667.70,"Region II",3197.87,38374.44,Platinum
144,61,Other,85751.21,"Region II",3197.55,38370.60,Platinum
7057,60,Female,85434.88,NCR,3196.95,38363.40,Platinum
8287,58,Other,93243.41,"Region III",3196.28,38355.36,Platinum
9655,57,Male,92274.19,CAR,3195.59,38347.08,Platinum
2330,76,Female,96374.15,CAR,3191.47,38297.64,Platinum
5455,56,Other,77453.43,BARMM,3189.71,38276.52,Platinum
4899,43,Other,60187.02,"Region VI",4373.07,38264.36,Platinum
4247,55,Male,62784.12,"Region IX",3188.24,38258.88,Platinum
2193,62,Female,67957.92,CAR,3187.64,38251.68,Platinum
3061,69,Male,62716.25,"Region XII",3187.54,38250.48,Platinum
2786,61,Male,95606.02,CAR,3186.41,38236.92,Platinum
3014,45,Other,57091.57,"Region IX",4359.13,38142.39,Platinum
5777,67,Male,61507.95,"Region III",3177.37,38128.44,Platinum
626,55,Other,77138.72,BARMM,3177.27,38127.24,Platinum
9839,78,Female,93052.92,"Region XII",3170.77,38049.24,Platinum
3042,74,Other,99606.26,"Region X",3170.12,38041.44,Platinum
1555,71,Male,74091.31,"Region IV-A",3167.08,38004.96,Platinum
4013,60,Other,70709.12,"Region VI",3163.45,37961.40,Platinum
6574,54,Female,62219.05,"Region V",3162.83,37953.96,Platinum
9206,70,Male,63890.80,"Region XII",3160.95,37931.40,Platinum
9493,46,Female,57539.78,"Region VI",4326.86,37860.03,Platinum
1978,59,Other,98450.40,"Region VI",3150.89,37810.68,Platinum
6011,60,Male,94448.96,"Region IX",3145.34,37744.08,Platinum
2736,49,Other,55148.31,CAR,4312.05,37730.44,Platinum
7625,78,Other,92887.54,"Region IX",3140.88,37690.56,Platinum
9634,45,Female,56852.11,"Region XII",4305.77,37675.49,Platinum
2249,67,Male,99550.26,"Region X",3139.31,37671.72,Platinum
6499,56,Other,77300.64,"Region VII",3138.88,37666.56,Platinum
1050,77,Male,63568.60,"Region IX",3138.72,37664.64,Platinum
673,69,Female,91169.35,NCR,3136.47,37637.64,Platinum
756,58,Female,74560.02,BARMM,3134.66,37615.92,Platinum
2231,55,Female,71868.65,"Region XIII",3134.60,37615.20,Platinum
6246,44,Other,56471.27,"Region IX",4295.04,37581.60,Platinum
1813,43,Male,69609.77,"Region XI",4294.00,37572.50,Platinum
7291,54,Other,71268.55,"Region X",3128.71,37544.52,Platinum
3296,64,Female,68778.63,"Region VI",3128.22,37538.64,Platinum
7009,50,Female,77795.54,"Region IV-B",3127.69,37532.28,Platinum
3463,42,Other,68945.05,BARMM,4287.68,37517.20,Platinum
3627,63,Male,13068.12,"Region V",4999.63,37497.23,Platinum
6019,64,Male,42663.15,"Region XI",4998.63,37489.73,Platinum
3710,62,Male,22113.86,"Region XII",4997.56,37481.70,Platinum
150,60,Male,99017.58,"Region XIII",3123.03,37476.36,Platinum
9568,78,Female,14281.55,NCR,4994.09,37455.68,Platinum
4479,58,Female,24425.76,"Region VI",4993.35,37450.13,Platinum
5560,61,Other,40463.89,"Region VIII",4991.95,37439.63,Platinum
2595,73,Male,44161.87,"Region XII",4991.16,37433.70,Platinum
4205,61,Female,81006.66,"Region XI",3118.88,37426.56,Platinum
2188,47,Male,67595.04,"Region I",4276.82,37422.18,Platinum
954,58,Other,28989.60,"Region VI",4989.54,37421.55,Platinum
4956,51,Male,73766.57,"Region IV-A",3118.32,37419.84,Platinum
1503,72,Female,33841.67,"Region I",4988.27,37412.03,Platinum
7726,63,Male,86896.45,"Region II",3117.56,37410.72,Platinum
1222,48,Male,58970.54,CAR,4272.28,37382.45,Platinum
1328,65,Male,98011.00,CAR,3112.88,37354.56,Platinum
4513,62,Male,81497.88,"Region IV-B",3112.70,37352.40,Platinum
6044,77,Female,82545.70,BARMM,3112.57,37350.84,Platinum
5616,78,Female,47524.21,"Region IX",4979.11,37343.33,Platinum
7028,61,Male,44843.61,NCR,4978.49,37338.68,Platinum
5697,50,Female,37714.62,"Region IV-B",4978.42,37338.15,Platinum
6914,60,Male,15834.81,"Region III",4977.79,37333.43,Platinum
3399,50,Female,73469.58,"Region VII",3110.25,37323.00,Platinum
2383,51,Male,97454.97,"Region XIII",3109.85,37318.20,Platinum
9981,44,Other,65576.82,"Region X",4263.01,37301.34,Platinum
4005,50,Male,23187.65,"Region III",4973.12,37298.40,Platinum
194,76,Other,81858.69,"Region II",3108.14,37297.68,Platinum
2159,71,Other,73510.10,"Region XIII",3107.11,37285.32,Platinum
1791,51,Female,83431.14,"Region VIII",3106.99,37283.88,Platinum
8602,50,Other,87431.60,"Region II",3104.90,37258.80,Platinum
8635,54,Male,31073.76,"Region I",4966.33,37247.48,Platinum
5212,56,Other,77713.03,"Region VII",3102.28,37227.36,Platinum
8003,77,Other,42023.51,"Region II",4963.21,37224.08,Platinum
3802,64,Male,73436.68,"Region XIII",3100.58,37206.96,Platinum
7844,68,Female,44937.97,"Region XII",4956.14,37171.05,Platinum
4471,63,Other,73077.88,"Region VII",3097.30,37167.60,Platinum
6095,54,Other,30446.07,"Region X",4951.58,37136.85,Platinum
1871,41,Female,68499.58,"Region I",4242.73,37123.89,Platinum
4227,58,Female,64677.83,"Region VI",3093.29,37119.48,Platinum
4226,54,Female,90167.43,"Region XII",3093.09,37117.08,Platinum
257,75,Other,35810.45,BARMM,4948.49,37113.68,Platinum
7486,74,Other,61510.35,"Region III",3091.54,37098.48,Platinum
3366,68,Male,26117.14,"Region VI",4946.08,37095.60,Platinum
3005,62,Female,81776.31,"Region XI",3090.18,37082.16,Platinum
8496,58,Female,14841.79,"Region V",4943.55,37076.63,Platinum
3701,54,Other,30571.88,"Region X",4942.69,37070.18,Platinum
1289,57,Other,18944.43,NCR,4942.51,37068.83,Platinum
3063,72,Female,15081.83,"Region VIII",4941.98,37064.85,Platinum
3422,52,Other,10610.42,"Region II",4941.67,37062.53,Platinum
369,57,Other,13891.90,"Region XI",4941.07,37058.03,Platinum
4103,53,Female,44275.31,"Region VIII",4940.44,37053.30,Platinum
3498,74,Male,30659.40,"Region VII",4937.53,37031.48,Platinum
7146,55,Other,62595.32,"Region XII",3085.95,37031.40,Platinum
9318,55,Other,16942.39,NCR,4937.38,37030.35,Platinum
3132,75,Other,49979.26,"Region IX",4935.46,37015.95,Platinum
5703,72,Other,19746.36,"Region III",4929.43,36970.73,Platinum
4850,70,Other,13661.87,NCR,4924.82,36936.15,Platinum
5955,43,Female,55616.43,"Region V",4220.10,36925.88,Platinum
3659,61,Male,21561.00,"Region XII",4922.17,36916.28,Platinum
5832,59,Male,10840.80,NCR,4921.84,36913.80,Platinum
9421,51,Female,24201.79,"Region IX",4921.05,36907.88,Platinum
2851,50,Other,97147.30,"Region IX",3075.52,36906.24,Platinum
981,75,Male,67050.67,"Region XIII",3075.11,36901.32,Platinum
9230,74,Male,30739.08,"Region VII",4920.00,36900.00,Platinum
9480,76,Other,77369.06,"Region VII",3074.70,36896.40,Platinum
7977,56,Male,96434.29,"Region III",3073.17,36878.04,Platinum
9251,56,Female,91864.66,"Region XII",3072.40,36868.80,Platinum
5045,56,Other,18104.41,NCR,4914.81,36861.08,Platinum
6754,54,Male,44846.95,"Region II",4914.31,36857.33,Platinum
141,58,Female,42842.72,"Region V",4911.76,36838.20,Platinum
4838,75,Female,30822.23,"Region XIII",4907.07,36803.03,Platinum
8824,52,Female,48541.66,"Region XII",4905.69,36792.68,Platinum
1918,75,Female,90587.48,"Region XII",3064.17,36770.04,Platinum
9298,58,Male,83549.10,"Region VIII",3063.72,36764.64,Platinum
1191,67,Other,25357.03,CAR,4900.91,36756.83,Platinum
8731,76,Female,91586.48,"Region V",3062.02,36744.24,Platinum
4739,61,Other,49763.00,CAR,4898.50,36738.75,Platinum
6933,55,Male,62906.40,CAR,3059.69,36716.28,Platinum
785,60,Male,39934.21,"Region XI",4893.52,36701.40,Platinum
5356,62,Male,95598.85,CAR,3057.59,36691.08,Platinum
